pvalue,rsq,rsq_a,rsq_diff,coeff,size,var_name,var_descr
0.38632633129620642,0.25168616077899575,"(0.25035404891567392,)",0.0013321118633218276,0.0018731587002083993,6754.0,DOBMM,DATE OF BIRTH: MONTH
0.0,0.25160284039704561,"(0.25038178303192649,)",0.001221057365119127,0.0019432553699366805,6754.0,DOBYY,DATE OF BIRTH: YEAR
0.00090746671825901618,0.25282399867411198,"(0.25149391233441298,)",0.0013300863396989993,0.050353182631846086,6754.0,SEX,SEX
0.0,0.25160284039704495,"(0.25038178303192582,)",0.001221057365119127,1.9549169601918537,6754.0,RACEVER,RACE QUESTION VERSION ASKED
6.027117251681559e-08,0.25485499995088601,"(0.25352852910077628,)",0.0013264708501097289,-0.0402873927233178,6754.0,RACEV1X,RACE (EDITED/IMPUTED)
3.9965177711555704e-05,0.25347391000634811,"(0.2521449806071604,)",0.0013289293991877171,0.062777275372267544,6754.0,RACEAX,ASIAN AMONG RACES RPTD (EDITED/IMPUTED)
4.4580974890021246e-06,0.25393715471855072,"(0.25260904996504563,)",0.0013281047535050883,0.043762369655485647,6754.0,RACEBX,BLACK AMONG RACES RPTD (EDITED/IMPUTED)
1.6002313769557357e-11,0.25662748419681924,"(0.25530416863686689,)",0.0013233155599523538,-0.056756382843577098,6754.0,RACEWX,WHITE AMONG RACES RPTD (EDITED/IMPUTED)
0.016738252794069611,0.25223806293837459,"(0.2509069335444063,)",0.0013311293939682889,-0.019708595119943138,6754.0,RACETHX,RACE/ETHNICITY (EDITED/IMPUTED)
4.2841581064533573e-06,0.25394559567225206,"(0.25261750594492172,)",0.0013280897273303394,0.088160810769611589,6754.0,HISPANX,HISPANIC ETHNICITY (EDITED/IMPUTED)
0.3585966917680562,0.25169641075746729,"(0.2503643171406581,)",0.0013320936168091935,-0.00071922466751244622,6754.0,HISPCAT,SPECIFIC HISPANIC ETHNICITY GROUP
0.15766628967840715,0.25183092530136653,"(0.2504988735363245,)",0.0013320517650420305,0.0055592021425454139,6753.0,MARRY31X,MARITAL STATUS - R3/1 (EDITED/IMPUTED)
0.059598542703402521,0.25199672872308632,"(0.25066516971769792,)",0.0013315590053883941,0.0092624359428409193,6754.0,MARRY42X,MARITAL STATUS - R4/2 (EDITED/IMPUTED)
0.11275415799305434,0.25188204945898329,"(0.25055028630715226,)",0.0013317631518310336,0.0078468142088588821,6754.0,MARRY53X,MARITAL STATUS - R5/3 (EDITED/IMPUTED)
0.17851396955011067,0.25180377225648221,"(0.2504718697593864,)",0.0013319024970958049,0.0073470231302252276,6754.0,MARRY12X,MARITAL STATUS-12/31/12 (EDITED/IMPUTED)
0.9249079953771564,0.25160382674985338,"(0.25027156831950148,)",0.0013322584303518958,1.6242379814635998e-06,6754.0,SPOUID31,SPOUSE ID - R3/1
0.85165846419367297,0.25160672310701315,"(0.25027446983261525,)",0.0013322532743978988,3.2189249180872492e-06,6754.0,SPOUID42,SPOUSE ID - R4/2
0.96062981792646573,0.25160311094693255,"(0.25027085124234316,)",0.0013322597045893891,8.4869710870590891e-07,6754.0,SPOUID53,SPOUSE ID - R5/3
0.96062981792646573,0.25160311094693255,"(0.25027085124234316,)",0.0013322597045893891,8.4869710870590891e-07,6754.0,SPOUID12,SPOUSE ID - 12/31/12
0.92215347447213847,0.25161031995603544,"(0.25027787542183266,)",0.0013324445342027813,0.0015041912817503941,6753.0,SPOUIN31,MARITAL STATUS W/SPOUSE PRESENT-R3/1
0.84388052039250616,0.25160714638343928,"(0.25027489386253743,)",0.0013322525209018554,0.0030273528982234068,6754.0,SPOUIN42,MARITAL STATUS W/SPOUSE PRESENT-R4/2
0.95617124417716481,0.25160317576012614,"(0.25027091617091402,)",0.0013322595892121258,0.00084383873247997811,6754.0,SPOUIN53,MARITAL STATUS W/SPOUSE PRESENT-R5/3
0.95617124417716481,0.25160317576012614,"(0.25027091617091402,)",0.0013322595892121258,0.00084383873247997811,6754.0,SPOUIN12,MARITAL STATUS W/SPOUSE PRESENT-12/31/12
1.3643829303566193e-09,0.2450562688113066,"(0.24245898533244647,)",0.002597283478860124,0.02069501095688709,3501.0,EDUCYR,YEARS OF EDUC WHEN FIRST ENTERED MEPS
6.0060749707750529e-08,0.27339012743444335,"(0.27064388539640027,)",0.0027462420380430785,0.014941969480068254,3188.0,EDUYRDEG,YEAR OF EDUCATION OR HIGHEST DEGREE
2.0837189108725954e-07,0.24358325030406547,"(0.24098759660193481,)",0.0025956537021306625,0.0353406615645461,3510.0,HIDEG,HIGHEST DEGREE WHEN FIRST ENTERED MEPS
2.1985819629820127e-13,0.25705326058640099,"(0.25571842589962701,)",0.001334834686773978,0.01915029583003542,6692.0,EDRECODE,EDUCATION RECODE (EDITED)
0.68031494795165126,0.15778974149639724,"(-0.023863451514183565,)",0.1816531930105808,-0.054144243402157503,63.0,FTSTU31X,STUDENT STATUS IF AGES 17-23 - R3/1
0.32708264029277945,0.10814949393362305,"(-0.1311274711085757,)",0.23927696504219875,0.11972329150546447,53.0,FTSTU42X,STUDENT STATUS IF AGES 17-23 - R4/2
0.27551559547570076,0.13669285209875448,"(-0.11996602970972403,)",0.25665888180847851,0.14096551872063318,49.0,FTSTU53X,STUDENT STATUS IF AGES 17-23 - R5/3
0.34193313235804956,0.16993175544492189,"(-0.0091025718120556487,)",0.17903432725697754,0.12078664358676783,63.0,FTSTU12X,STUDENT STATUS IF AGES 17-23 - 12/31/12
0.27301206089475483,0.25199270164032783,"(0.25066034486723654,)",0.0013323567730912922,0.013897285781895266,6750.0,ACTDTY31,MILITARY FULL-TIME ACTIVE DUTY - R3/1
0.19763017158374035,0.25178710529552695,"(0.25045517312871879,)",0.0013319321668081585,0.016351774184301976,6754.0,ACTDTY42,MILITARY FULL-TIME ACTIVE DUTY - R4/2
0.15162920437817878,0.25183105910379489,"(0.25049920518141622,)",0.0013318539223786674,0.01825493169366546,6754.0,ACTDTY53,MILITARY FULL-TIME ACTIVE DUTY - R5/3
0.20125809467508607,0.25140177623794147,"(0.25006519259188509,)",0.0013365836460563774,-0.029176268389993772,6734.0,HONRDC31,HONORABLY DISCHARGED FROM MILITARY
0.18924648642609471,0.25133992491441826,"(0.25000342968962996,)",0.0013364952247882922,-0.030041221612311732,6735.0,HONRDC42,HONORABLY DISCHARGED FROM MILITARY
0.25611348752412538,0.25129160217252944,"(0.24995502068280462,)",0.0013365814897248196,-0.026050111725581498,6735.0,HONRDC53,HONORABLY DISCHARGED FROM MILITARY
0.063338482084605019,0.25198554432896325,"(0.25065396541366092,)",0.0013315789153023339,-0.0023730218814639195,6754.0,RFREL31X,RELATION TO REF PERS-R3/1 (EDIT/IMP)
0.028320648429096595,0.25213653086670973,"(0.25080522073029077,)",0.0013313101364189617,-0.0028477112470686999,6754.0,RFREL42X,RELATION TO REF PERS-R4/2 (EDIT/IMP)
0.037529794105405433,0.2520830246592527,"(0.25075161927368828,)",0.0013314053855644215,-0.002675924294701018,6754.0,RFREL53X,RELATION TO REF PERS-R5/3 (EDIT/IMP)
0.036433751131625211,0.25208862584554714,"(0.25075723043094189,)",0.001331395414605252,-0.0026916935047568286,6754.0,RFREL12X,RELATION TO REF PERS-12/31/12 (EDIT/IMP)
0.34176234909703396,0.27661940273118302,"(0.23786687073463919,)",0.038752531996543826,-0.0021210145328602516,237.0,MOPID31X,PID OF PERSON S MOM - RD 3/1
0.74636844124932167,0.28263707856959486,"(0.24332952123094254,)",0.039307557338652321,-0.0006705797166231582,232.0,MOPID42X,PID OF PERSON S MOM - RD 4/2
0.76669092144003614,0.25686266645894251,"(0.21439767597088211,)",0.042464990488060406,-0.00059852329563361102,223.0,MOPID53X,PID OF PERSON S MOM - RD 5/3
0.13241908092309143,0.20759183100038203,"(0.10193740846709964,)",0.10565442253328239,-0.0056183564893493758,103.0,DAPID31X,PID OF PERSON S DAD - RD 3/1
0.13288343792066562,0.21485760823511546,"(0.1077927366308129,)",0.10706487160430256,-0.0056431328942493832,101.0,DAPID42X,PID OF PERSON S DAD - RD 4/2
0.067600624903467049,0.21615016837360823,"(0.10548901567341185,)",0.11066115270019639,-0.0062607935355843795,98.0,DAPID53X,PID OF PERSON S DAD - RD 5/3
3.166891167445255e-08,0.25499982128319376,"(0.25367341146945466,)",0.0013264098137391045,0.062667722418451602,6753.0,RTHLTH31,PERCEIVED HEALTH STATUS - RD 3/1
7.3085122480100246e-23,0.26277329869851063,"(0.26146053413171766,)",0.0013127645667929677,0.082191438452717439,6752.0,RTHLTH42,PERCEIVED HEALTH STATUS - RD 4/2
1.2947259987896685e-21,0.26188289619394678,"(0.26056874111298656,)",0.001314155080960222,0.078576091868608477,6753.0,RTHLTH53,PERCEIVED HEALTH STATUS - RD 5/3
0.028998508683972055,0.25200078859300656,"(0.25066824843016755,)",0.0013325401628390132,0.017803807073303694,6749.0,MNHLTH31,PERCEIVED MENTAL HEALTH STATUS - RD 3/1
2.6367309645592807e-05,0.2540285845724074,"(0.25270005133032791,)",0.0013285332420794882,0.033067135044098202,6751.0,MNHLTH42,PERCEIVED MENTAL HEALTH STATUS - RD 4/2
5.374355288137438e-06,0.25413347223533056,"(0.25280532290558189,)",0.0013281493297486735,0.035554686525270357,6752.0,MNHLTH53,PERCEIVED MENTAL HEALTH STATUS - RD 5/3
0.00031731635444847355,0.25324671456337755,"(0.25191698620230918,)",0.0013297283610683719,-0.062802865728182541,6752.0,HIBPDX,HIGH BLOOD PRESSURE DIAG (>17)
0.073345990535084699,0.23595293598897948,"(0.23379053863800492,)",0.0021623973509745653,-0.0016241440378800282,4253.0,HIBPAGED,AGE OF DIAGNOSIS-HIGH BLOOD PRESSURE
0.0019362055827645414,0.23256095642528285,"(0.230494244458744,)",0.0020667119665388478,-0.08435484562321699,4469.0,BPMLDX,MULT DIAG HIGH BLOOD PRESS (>17)
6.0570168521888497e-15,0.25833487530124488,"(0.25701440326914038,)",0.0013204720321045027,-0.17589278408982478,6753.0,CHDDX,CORONARY HRT DISEASE DIAG (>17)
0.20346538933699826,0.18219391486566661,"(0.17119203928089977,)",0.01100187558476684,0.0025338592925146361,905.0,CHDAGED,AGE OF DIAGNOSIS-CORONARY HEART DISEASE
8.722004994732945e-06,0.2535021672547032,"(0.25217289377303775,)",0.0013292734816654495,-0.14252567460619869,6752.0,ANGIDX,ANGINA DIAGNOSIS (>17)
0.21126330736892351,0.22850709061844876,"(0.20321224113052905,)",0.025294849487919713,0.0033566678732681854,379.0,ANGIAGED,AGE OF DIAGNOSIS-ANGINA
9.7980311434297208e-10,0.25573996092072404,"(0.25441506543504655,)",0.0013248954856774908,-0.16012977345181328,6754.0,MIDX,HEART ATTACK (MI) DIAG (>17)
0.00065169697406099495,0.16198680905708351,"(0.1452265452382252,)",0.016760263818858312,0.0095577745228835921,613.0,MIAGED,AGE OF DIAGNOSIS-HEART ATTACK(MI)
7.0500211843798659e-21,0.26118763046667126,"(0.25987204233276417,)",0.0013155881339070863,-0.18586927569668607,6752.0,OHRTDX,OTHER HEART DISEASE DIAG (>17)
0.018140991013208214,0.21955621001079395,"(0.21168618859913813,)",0.0078700214116558254,0.0024479733209846564,1203.0,OHRTAGED,AGE OF DIAGNOSIS-OTHER HEART DISEASE
4.0742681553789362e-06,0.25394331033200546,"(0.25261482238482991,)",0.0013284879471755495,-0.13139986840216217,6752.0,STRKDX,STROKE DIAGNOSIS (>17)
0.4389488349820817,0.2050621379305746,"(0.1867877043197832,)",0.018274433610791396,0.0020244435561793707,535.0,STRKAGED,AGE OF DIAGNOSIS-STROKE
3.3605015228396561e-05,0.25351036211643307,"(0.25218149760751696,)",0.0013288645089161166,-0.1646392192226673,6754.0,EMPHDX,EMPHYSEMA DIAGNOSIS (>17)
0.42649449141026963,0.23110195607727979,"(0.19133136759851843,)",0.039770588478761359,-0.002874692599240258,245.0,EMPHAGED,AGE OF DIAGNOSIS-EMPHYSEMA
5.761222053481533e-08,0.25480460564175988,"(0.2534762716054707,)",0.0013283340362891805,-0.20308791580474231,6745.0,CHBRON31,CHRONC BRONCHITS LAST 12 MTHS (>17)-R3/1
3.0695342682323838e-08,0.25497720116818978,"(0.25364897748879867,)",0.0013282236793911162,-0.22881102098112724,6744.0,CHBRON53,CHRONC BRONCHITS LAST 12 MTHS (>17)-R5/3
0.0,0.25160284039704495,"(0.25038178303192582,)",0.001221057365119127,1.9549169601918537,6754.0,CHOLDX,HIGH CHOLESTEROL DIAGNOSIS (>17)
0.00077762866207010191,0.25265422865361731,"(0.251255141406167,)",0.0013990872474503036,-0.003525734139607526,6423.0,CHOLAGED,AGE OF DIAGNOSIS-HIGH CHOLESTEROL
0.0,0.25160284039704461,"(0.25038178303192549,)",0.001221057365119127,1.2241173415116848,6754.0,CANCERDX,CANCER DIAGNOSIS (>17)
0.022724073572650823,0.14624968937455385,"(0.1377967160020247,)",0.0084529733725291489,-0.25206345581250622,1123.0,CABLADDR,CANCER DIAGNOSED - BLADDER (>17)
0.42486130725276305,0.36412410041470877,"(-0.059793165975485341,)",0.42391726639019411,0.016435232871992635,26.0,BLDRAGED,AGE OF DIAGNOSIS-BLADDER CANCER
0.25790294565697269,0.42502715550558479,"(0.014332266581002506,)",0.41069488892458228,0.73694069106704418,25.0,BLDRREMS,BLADDER CANCER IN REMISSION
0.2274179124534555,0.14337529476950783,"(0.13489386204445342,)",0.0084814327250544164,-0.21499591809891561,1123.0,CABRAIN,CANCER DIAGNOSED - BRAIN (>17)
